"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5487","validarInformacaoDoPrimeiroFilme()","","2025-12-04","passed","2025-12-04","","Database.PageTest","Database.PageTest","validarInformacaoDoPrimeiroFilme"
